,year,state,race,gender,total,party
3180,2016.0,New Mexico,Black,Female,28849.0,democrat
3181,2016.0,New Mexico,Black,Male,34170.0,democrat
3182,2016.0,New Mexico,Other,Female,146364.0,democrat
3183,2016.0,New Mexico,Other,Male,136483.0,democrat
3184,2016.0,New Mexico,White,Female,880802.0,democrat
3185,2016.0,New Mexico,White,Male,864962.0,democrat
3186,2016.0,New York,Black,Female,1934301.0,democrat
3187,2016.0,New York,Black,Male,1697132.0,democrat
3188,2016.0,New York,Other,Female,1048941.0,democrat
3189,2016.0,New York,Other,Male,970253.0,democrat
3190,2016.0,New York,White,Female,7120124.0,democrat
3191,2016.0,New York,White,Male,6862677.0,democrat
3192,2016.0,North Carolina,Black,Female,1239326.0,republican
3193,2016.0,North Carolina,Black,Male,1096062.0,republican
3194,2016.0,North Carolina,Other,Female,255313.0,republican
3195,2016.0,North Carolina,Other,Male,243945.0,republican
3196,2016.0,North Carolina,White,Female,3716437.0,republican
3197,2016.0,North Carolina,White,Male,3603705.0,republican
3198,2016.0,North Dakota,Black,Female,10600.0,republican
3199,2016.0,North Dakota,Black,Male,14756.0,republican
3200,2016.0,North Dakota,Other,Female,29093.0,republican
3201,2016.0,North Dakota,Other,Male,28784.0,republican
3202,2016.0,North Dakota,White,Female,327730.0,republican
3203,2016.0,North Dakota,White,Male,343471.0,republican
3204,2016.0,Ohio,Black,Female,830591.0,republican
3205,2016.0,Ohio,Black,Male,767799.0,republican
3206,2016.0,Ohio,Other,Female,171189.0,republican
3207,2016.0,Ohio,Other,Male,160981.0,republican
3208,2016.0,Ohio,White,Female,4932952.0,republican
3209,2016.0,Ohio,White,Male,4770858.0,republican
3210,2016.0,Oklahoma,Black,Female,173475.0,republican
3211,2016.0,Oklahoma,Black,Male,174120.0,republican
3212,2016.0,Oklahoma,Other,Female,266502.0,republican
3213,2016.0,Oklahoma,Other,Male,257642.0,republican
3214,2016.0,Oklahoma,White,Female,1540792.0,republican
3215,2016.0,Oklahoma,White,Male,1513800.0,republican
3216,2016.0,Oregon,Black,Female,52674.0,democrat
3217,2016.0,Oregon,Black,Male,60138.0,democrat
3218,2016.0,Oregon,Other,Female,165879.0,democrat
3219,2016.0,Oregon,Other,Male,153499.0,democrat
3220,2016.0,Oregon,White,Female,1844797.0,democrat
3221,2016.0,Oregon,White,Male,1812989.0,democrat
3222,2016.0,Pennsylvania,Black,Female,828572.0,republican
3223,2016.0,Pennsylvania,Black,Male,774789.0,republican
3224,2016.0,Pennsylvania,Other,Female,273070.0,republican
3225,2016.0,Pennsylvania,Other,Male,256380.0,republican
3226,2016.0,Pennsylvania,White,Female,5422325.0,republican
3227,2016.0,Pennsylvania,White,Male,5227139.0,republican
3228,2016.0,Rhode Island,Black,Female,48457.0,democrat
3229,2016.0,Rhode Island,Black,Male,47661.0,democrat
3230,2016.0,Rhode Island,Other,Female,28120.0,democrat
3231,2016.0,Rhode Island,Other,Male,26298.0,democrat
3232,2016.0,Rhode Island,White,Female,466510.0,democrat
3233,2016.0,Rhode Island,White,Male,439724.0,democrat
3234,2016.0,South Carolina,Black,Female,741475.0,republican
3235,2016.0,South Carolina,Black,Male,655910.0,republican
3236,2016.0,South Carolina,Other,Female,63260.0,republican
3237,2016.0,South Carolina,Other,Male,59493.0,republican
3238,2016.0,South Carolina,White,Female,1746589.0,republican
3239,2016.0,South Carolina,White,Male,1691241.0,republican
3240,2016.0,South Dakota,Black,Female,9026.0,republican
3241,2016.0,South Dakota,Black,Male,12538.0,republican
3242,2016.0,South Dakota,Other,Female,49661.0,republican
3243,2016.0,South Dakota,Other,Male,48371.0,republican
3244,2016.0,South Dakota,White,Female,369090.0,republican
3245,2016.0,South Dakota,White,Male,374310.0,republican
3246,2016.0,Tennessee,Black,Female,618696.0,republican
3247,2016.0,Tennessee,Black,Male,556643.0,republican
3248,2016.0,Tennessee,Other,Female,86330.0,republican
3249,2016.0,Tennessee,Other,Male,81429.0,republican
3250,2016.0,Tennessee,White,Female,2699079.0,republican
3251,2016.0,Tennessee,White,Male,2603833.0,republican
3252,2016.0,Texas,Black,Female,1874384.0,republican
3253,2016.0,Texas,Black,Male,1764043.0,republican
3254,2016.0,Texas,Other,Female,909240.0,republican
3255,2016.0,Texas,Other,Male,880801.0,republican
3256,2016.0,Texas,White,Female,11265275.0,republican
3257,2016.0,Texas,White,Male,11220667.0,republican
3258,2016.0,Utah,Black,Female,23397.0,republican
3259,2016.0,Utah,Black,Male,29460.0,republican
3260,2016.0,Utah,Other,Female,87149.0,republican
3261,2016.0,Utah,Other,Male,84926.0,republican
3262,2016.0,Utah,White,Female,1400191.0,republican
3263,2016.0,Utah,White,Male,1416745.0,republican
3264,2016.0,Vermont,Black,Female,4698.0,democrat
3265,2016.0,Vermont,Black,Male,5804.0,democrat
3266,2016.0,Vermont,Other,Female,7970.0,democrat
3267,2016.0,Vermont,Other,Male,7020.0,democrat
3268,2016.0,Vermont,White,Female,302937.0,democrat
3269,2016.0,Vermont,White,Male,295228.0,democrat
3270,2016.0,Virginia,Black,Female,903868.0,democrat
3271,2016.0,Virginia,Black,Male,836060.0,democrat
3272,2016.0,Virginia,Other,Female,342452.0,democrat
3273,2016.0,Virginia,Other,Male,314307.0,democrat
3274,2016.0,Virginia,White,Female,3025940.0,democrat
3275,2016.0,Virginia,White,Male,2987479.0,democrat
3276,2016.0,Washington,Black,Female,175635.0,democrat
3277,2016.0,Washington,Black,Male,200788.0,democrat
3278,2016.0,Washington,Other,Female,479073.0,democrat
3279,2016.0,Washington,Other,Male,440838.0,democrat
3280,2016.0,Washington,White,Female,2992548.0,democrat
3281,2016.0,Washington,White,Male,3005889.0,democrat
3282,2016.0,West Virginia,Black,Female,34468.0,republican
3283,2016.0,West Virginia,Black,Male,40188.0,republican
3284,2016.0,West Virginia,Other,Female,11346.0,republican
3285,2016.0,West Virginia,Other,Male,10737.0,republican
3286,2016.0,West Virginia,White,Female,879595.0,republican
3287,2016.0,West Virginia,White,Male,854689.0,republican
3288,2016.0,Wisconsin,Black,Female,212928.0,republican
3289,2016.0,Wisconsin,Black,Male,206670.0,republican
3290,2016.0,Wisconsin,Other,Female,128193.0,republican
3291,2016.0,Wisconsin,Other,Male,124037.0,republican
3292,2016.0,Wisconsin,White,Female,2561241.0,republican
3293,2016.0,Wisconsin,White,Male,2539559.0,republican
3294,2016.0,Wyoming,Black,Female,4114.0,republican
3295,2016.0,Wyoming,Black,Male,5705.0,republican
3296,2016.0,Wyoming,Other,Female,12355.0,republican
3297,2016.0,Wyoming,Other,Male,12162.0,republican
3298,2016.0,Wyoming,White,Female,269349.0,republican
3299,2016.0,Wyoming,White,Male,280530.0,republican
