,year,state,race,gender,total,party
0,1976,Alabama,White,Male,1347662.0,democrat
1,1976,Alabama,White,Female,1420902.0,democrat
2,1976,Alabama,Black,Male,445145.0,democrat
3,1976,Alabama,Black,Female,510487.0,democrat
4,1976,Alabama,Other,Male,5927.0,democrat
5,1976,Alabama,Other,Female,6915.0,democrat
6,1976,Alaska,White,Male,165964.0,republican
7,1976,Alaska,White,Female,144438.0,republican
8,1976,Alaska,Black,Male,7413.0,republican
9,1976,Alaska,Black,Female,5757.0,republican
10,1976,Alaska,Other,Male,35134.0,republican
11,1976,Alaska,Other,Female,34292.0,republican
12,1976,Arizona,White,Male,1051986.0,republican
13,1976,Arizona,White,Female,1080988.0,republican
14,1976,Arizona,Black,Male,34327.0,republican
15,1976,Arizona,Black,Female,32258.0,republican
16,1976,Arizona,Other,Male,72216.0,republican
17,1976,Arizona,Other,Female,76195.0,republican
18,1976,Arkansas,White,Male,875080.0,democrat
19,1976,Arkansas,White,Female,918985.0,democrat
20,1976,Arkansas,Black,Male,170722.0,democrat
21,1976,Arkansas,Black,Female,192443.0,democrat
22,1976,Arkansas,Other,Male,5364.0,democrat
23,1976,Arkansas,Other,Female,6062.0,democrat
24,1976,California,White,Male,9429848.0,republican
25,1976,California,White,Female,9701334.0,republican
26,1976,California,Black,Male,808672.0,republican
27,1976,California,Black,Female,845847.0,republican
28,1976,California,Other,Male,570557.0,republican
29,1976,California,Other,Female,578346.0,republican
30,1976,Colorado,White,Male,1243089.0,republican
31,1976,Colorado,White,Female,1260175.0,republican
32,1976,Colorado,Black,Male,45758.0,republican
33,1976,Colorado,Black,Female,42187.0,republican
34,1976,Colorado,Other,Male,20074.0,republican
35,1976,Colorado,Other,Female,21087.0,republican
36,1976,Connecticut,White,Male,1387002.0,republican
37,1976,Connecticut,White,Female,1475934.0,republican
38,1976,Connecticut,Black,Male,95999.0,republican
39,1976,Connecticut,Black,Female,107559.0,republican
40,1976,Connecticut,Other,Male,9623.0,republican
41,1976,Connecticut,Other,Female,9882.0,republican
42,1976,Delaware,White,Male,242195.0,democrat
43,1976,Delaware,White,Female,255167.0,democrat
44,1976,Delaware,Black,Male,43166.0,democrat
45,1976,Delaware,Black,Female,47729.0,democrat
46,1976,Delaware,Other,Male,2149.0,democrat
47,1976,Delaware,Other,Female,2347.0,democrat
48,1976,Florida,White,Male,3575329.0,democrat
49,1976,Florida,White,Female,3837269.0,democrat
50,1976,Florida,Black,Male,585558.0,democrat
51,1976,Florida,Black,Female,641761.0,democrat
52,1976,Florida,Other,Male,26139.0,democrat
53,1976,Florida,Other,Female,29142.0,democrat
54,1976,Georgia,White,Male,1845815.0,democrat
55,1976,Georgia,White,Female,1920831.0,democrat
56,1976,Georgia,Black,Male,626183.0,democrat
57,1976,Georgia,Black,Female,710366.0,democrat
58,1976,Georgia,Other,Male,10610.0,democrat
59,1976,Georgia,Other,Female,11929.0,democrat
60,1976,Hawaii,White,Male,181820.0,democrat
61,1976,Hawaii,White,Female,156072.0,democrat
62,1976,Hawaii,Black,Male,9344.0,democrat
63,1976,Hawaii,Black,Female,4541.0,democrat
64,1976,Hawaii,Other,Male,274360.0,democrat
65,1976,Hawaii,Other,Female,275924.0,democrat
66,1976,Idaho,White,Male,419900.0,republican
67,1976,Idaho,White,Female,420380.0,republican
68,1976,Idaho,Black,Male,1571.0,republican
69,1976,Idaho,Black,Female,985.0,republican
70,1976,Idaho,Other,Male,7110.0,republican
71,1976,Idaho,Other,Female,7130.0,republican
72,1976,Illinois,White,Male,4701947.0,republican
73,1976,Illinois,White,Female,4942778.0,republican
74,1976,Illinois,Black,Male,740717.0,republican
75,1976,Illinois,Black,Female,837862.0,republican
76,1976,Illinois,Other,Male,67198.0,republican
77,1976,Illinois,Other,Female,69829.0,republican
78,1976,Indiana,White,Male,2417722.0,republican
79,1976,Indiana,White,Female,2540023.0,republican
80,1976,Indiana,Black,Male,186118.0,republican
81,1976,Indiana,Black,Female,204436.0,republican
82,1976,Indiana,Other,Male,11095.0,republican
83,1976,Indiana,Other,Female,12221.0,republican
84,1976,Iowa,White,Male,1386961.0,republican
85,1976,Iowa,White,Female,1463676.0,republican
86,1976,Iowa,Black,Male,19216.0,republican
87,1976,Iowa,Black,Female,19362.0,republican
88,1976,Iowa,Other,Male,6967.0,republican
89,1976,Iowa,Other,Female,7594.0,republican
90,1976,Kansas,White,Male,1055284.0,republican
91,1976,Kansas,White,Female,1100653.0,republican
92,1976,Kansas,Black,Male,58697.0,republican
93,1976,Kansas,Black,Female,59173.0,republican
94,1976,Kansas,Other,Male,12245.0,republican
95,1976,Kansas,Other,Female,12840.0,republican
96,1976,Kentucky,White,Male,1602344.0,democrat
97,1976,Kentucky,White,Female,1667962.0,democrat
98,1976,Kentucky,Black,Male,121101.0,democrat
99,1976,Kentucky,Black,Female,128461.0,democrat
100,1976,Kentucky,Other,Male,4981.0,democrat
101,1976,Kentucky,Other,Female,5831.0,democrat
102,1976,Louisiana,White,Male,1360603.0,democrat
103,1976,Louisiana,White,Female,1406823.0,democrat
104,1976,Louisiana,Black,Male,544451.0,democrat
105,1976,Louisiana,Black,Female,614384.0,democrat
106,1976,Louisiana,Other,Male,12629.0,democrat
107,1976,Louisiana,Other,Female,12616.0,democrat
108,1976,Maine,White,Male,525769.0,republican
109,1976,Maine,White,Female,555143.0,republican
110,1976,Maine,Black,Male,1930.0,republican
111,1976,Maine,Black,Female,1255.0,republican
112,1976,Maine,Other,Male,2831.0,republican
113,1976,Maine,Other,Female,3036.0,republican
114,1976,Maryland,White,Male,1588516.0,democrat
115,1976,Maryland,White,Female,1662666.0,democrat
116,1976,Maryland,Black,Male,413178.0,democrat
117,1976,Maryland,Black,Female,453196.0,democrat
118,1976,Maryland,Other,Male,26408.0,democrat
119,1976,Maryland,Other,Female,28148.0,democrat
120,1976,Massachusetts,White,Male,2613484.0,democrat
121,1976,Massachusetts,White,Female,2868736.0,democrat
122,1976,Massachusetts,Black,Male,103626.0,democrat
123,1976,Massachusetts,Black,Female,115132.0,democrat
124,1976,Massachusetts,Other,Male,23694.0,democrat
125,1976,Massachusetts,Other,Female,24213.0,democrat
126,1976,Michigan,White,Male,3890727.0,republican
127,1976,Michigan,White,Female,4040587.0,republican
128,1976,Michigan,Black,Male,530737.0,republican
129,1976,Michigan,Black,Female,579921.0,republican
130,1976,Michigan,Other,Male,36876.0,republican
131,1976,Michigan,Other,Female,38691.0,republican
132,1976,Minnesota,White,Male,1893121.0,democrat
133,1976,Minnesota,White,Female,1965552.0,democrat
134,1976,Minnesota,Black,Male,23419.0,democrat
135,1976,Minnesota,Black,Female,22497.0,democrat
136,1976,Minnesota,Other,Male,25334.0,democrat
137,1976,Minnesota,Other,Female,26750.0,democrat
138,1976,Mississippi,White,Male,763091.0,democrat
139,1976,Mississippi,White,Female,794411.0,democrat
140,1976,Mississippi,Black,Male,406479.0,democrat
141,1976,Mississippi,Black,Female,454949.0,democrat
142,1976,Mississippi,Other,Male,5323.0,democrat
143,1976,Mississippi,Other,Female,5857.0,democrat
144,1976,Missouri,White,Male,2081219.0,democrat
145,1976,Missouri,White,Female,2222365.0,democrat
146,1976,Missouri,Black,Male,230478.0,democrat
147,1976,Missouri,Black,Female,261429.0,democrat
148,1976,Missouri,Other,Male,13436.0,democrat
149,1976,Missouri,Other,Female,14788.0,democrat
150,1976,Montana,White,Male,360268.0,republican
151,1976,Montana,White,Female,360302.0,republican
152,1976,Montana,Black,Male,1258.0,republican
153,1976,Montana,Black,Female,735.0,republican
154,1976,Montana,Other,Male,17811.0,republican
155,1976,Montana,Other,Female,18223.0,republican
156,1976,Nebraska,White,Male,727843.0,republican
157,1976,Nebraska,White,Female,761293.0,republican
158,1976,Nebraska,Black,Male,22291.0,republican
159,1976,Nebraska,Black,Female,23626.0,republican
160,1976,Nebraska,Other,Male,6838.0,republican
161,1976,Nebraska,Other,Female,7237.0,republican
162,1976,Nevada,White,Male,298255.0,republican
163,1976,Nevada,White,Female,288116.0,republican
164,1976,Nevada,Black,Male,20237.0,republican
165,1976,Nevada,Black,Female,20051.0,republican
166,1976,Nevada,Other,Male,9718.0,republican
167,1976,Nevada,Other,Female,10493.0,republican
168,1976,New Hampshire,White,Male,410439.0,republican
169,1976,New Hampshire,White,Female,429690.0,republican
170,1976,New Hampshire,Black,Male,1992.0,republican
171,1976,New Hampshire,Black,Female,1488.0,republican
172,1976,New Hampshire,Other,Male,1608.0,republican
173,1976,New Hampshire,Other,Female,1808.0,republican
174,1976,New Jersey,White,Male,3085655.0,republican
175,1976,New Jersey,White,Female,3300946.0,republican
176,1976,New Jersey,Black,Male,411221.0,republican
177,1976,New Jersey,Black,Female,465850.0,republican
178,1976,New Jersey,Other,Male,39021.0,republican
179,1976,New Jersey,Other,Female,41386.0,republican
180,1976,New Mexico,White,Male,530609.0,republican
181,1976,New Mexico,White,Female,543386.0,republican
182,1976,New Mexico,Black,Male,11654.0,republican
183,1976,New Mexico,Black,Female,10933.0,republican
184,1976,New Mexico,Other,Male,47263.0,republican
185,1976,New Mexico,Other,Female,51363.0,republican
186,1976,New York,White,Male,7340456.0,democrat
187,1976,New York,White,Female,7980349.0,democrat
188,1976,New York,Black,Male,1087488.0,democrat
189,1976,New York,Black,Female,1280541.0,democrat
190,1976,New York,Other,Male,142470.0,democrat
191,1976,New York,Other,Female,143477.0,democrat
192,1976,North Carolina,White,Male,2097170.0,democrat
193,1976,North Carolina,White,Female,2185511.0,democrat
194,1976,North Carolina,Black,Male,588770.0,democrat
195,1976,North Carolina,Black,Female,648034.0,democrat
196,1976,North Carolina,Other,Male,35790.0,democrat
197,1976,North Carolina,Other,Female,38065.0,democrat
198,1976,North Dakota,White,Male,313816.0,republican
199,1976,North Dakota,White,Female,309059.0,republican
200,1976,North Dakota,Black,Male,1774.0,republican
201,1976,North Dakota,Black,Female,885.0,republican
202,1976,North Dakota,Other,Male,9769.0,republican
203,1976,North Dakota,Other,Female,10126.0,republican
204,1976,Ohio,White,Male,4698724.0,democrat
205,1976,Ohio,White,Female,4978406.0,democrat
206,1976,Ohio,Black,Male,484246.0,democrat
207,1976,Ohio,Black,Female,541806.0,democrat
208,1976,Ohio,Other,Male,23642.0,democrat
209,1976,Ohio,Other,Female,26019.0,democrat
210,1976,Oklahoma,White,Male,1213604.0,republican
211,1976,Oklahoma,White,Female,1266600.0,republican
212,1976,Oklahoma,Black,Male,92069.0,republican
213,1976,Oklahoma,Black,Female,98760.0,republican
214,1976,Oklahoma,Other,Male,74050.0,republican
215,1976,Oklahoma,Other,Female,78249.0,republican
216,1976,Oregon,White,Male,1126504.0,republican
217,1976,Oregon,White,Female,1162529.0,republican
218,1976,Oregon,Black,Male,16590.0,republican
219,1976,Oregon,Black,Female,15760.0,republican
220,1976,Oregon,Other,Male,24880.0,republican
221,1976,Oregon,Other,Female,25954.0,republican
222,1976,Pennsylvania,White,Male,5201474.0,democrat
223,1976,Pennsylvania,White,Female,5602770.0,democrat
224,1976,Pennsylvania,Black,Male,475861.0,democrat
225,1976,Pennsylvania,Black,Female,548644.0,democrat
226,1976,Pennsylvania,Other,Male,28483.0,democrat
227,1976,Pennsylvania,Other,Female,30337.0,democrat
228,1976,Rhode Island,White,Male,436542.0,democrat
229,1976,Rhode Island,White,Female,477097.0,democrat
230,1976,Rhode Island,Black,Male,13961.0,democrat
231,1976,Rhode Island,Black,Female,14835.0,democrat
232,1976,Rhode Island,Other,Male,3860.0,democrat
233,1976,Rhode Island,Other,Female,4033.0,democrat
234,1976,South Carolina,White,Male,1009858.0,democrat
235,1976,South Carolina,White,Female,1030935.0,democrat
236,1976,South Carolina,Black,Male,421318.0,democrat
237,1976,South Carolina,Black,Female,466134.0,democrat
238,1976,South Carolina,Other,Male,6296.0,democrat
239,1976,South Carolina,Other,Female,6763.0,democrat
240,1976,South Dakota,White,Male,317980.0,republican
241,1976,South Dakota,White,Female,324769.0,republican
242,1976,South Dakota,Black,Male,1335.0,republican
243,1976,South Dakota,Black,Female,687.0,republican
244,1976,South Dakota,Other,Male,20616.0,republican
245,1976,South Dakota,Other,Female,21530.0,republican
246,1976,Tennessee,White,Male,1769950.0,democrat
247,1976,Tennessee,White,Female,1867990.0,democrat
248,1976,Tennessee,Black,Male,316763.0,democrat
249,1976,Tennessee,Black,Female,359754.0,democrat
250,1976,Tennessee,Other,Male,7012.0,democrat
251,1976,Tennessee,Other,Female,7731.0,democrat
252,1976,Texas,White,Male,5535117.0,democrat
253,1976,Texas,White,Female,5695245.0,democrat
254,1976,Texas,Black,Male,749502.0,democrat
255,1976,Texas,Black,Female,806589.0,democrat
256,1976,Texas,Other,Male,57254.0,democrat
257,1976,Texas,Other,Female,59685.0,democrat
258,1976,Utah,White,Male,611326.0,republican
259,1976,Utah,White,Female,622810.0,republican
260,1976,Utah,Black,Male,4842.0,republican
261,1976,Utah,Black,Female,3388.0,republican
262,1976,Utah,Other,Male,14734.0,republican
263,1976,Utah,Other,Female,15310.0,republican
264,1976,Vermont,White,Male,235511.0,republican
265,1976,Vermont,White,Female,246844.0,republican
266,1976,Vermont,Black,Male,612.0,republican
267,1976,Vermont,Black,Female,462.0,republican
268,1976,Vermont,Other,Male,798.0,republican
269,1976,Vermont,Other,Female,945.0,republican
270,1976,Virginia,White,Male,2032060.0,republican
271,1976,Virginia,White,Female,2087734.0,republican
272,1976,Virginia,Black,Male,462053.0,republican
273,1976,Virginia,Black,Female,497200.0,republican
274,1976,Virginia,Other,Male,25764.0,republican
275,1976,Virginia,Other,Female,27708.0,republican
276,1976,Washington,White,Male,1722200.0,republican
277,1976,Washington,White,Female,1750700.0,republican
278,1976,Washington,Black,Male,48258.0,republican
279,1976,Washington,Black,Female,41555.0,republican
280,1976,Washington,Other,Male,62592.0,republican
281,1976,Washington,Other,Female,65323.0,republican
282,1976,West Virginia,White,Male,877503.0,democrat
283,1976,West Virginia,White,Female,929014.0,democrat
284,1976,West Virginia,Black,Male,30595.0,democrat
285,1976,West Virginia,Black,Female,35000.0,democrat
286,1976,West Virginia,Other,Male,2524.0,democrat
287,1976,West Virginia,Other,Female,2900.0,democrat
288,1976,Wisconsin,White,Male,2150992.0,democrat
289,1976,Wisconsin,White,Female,2229954.0,democrat
290,1976,Wisconsin,Black,Male,77839.0,democrat
291,1976,Wisconsin,Black,Female,84068.0,democrat
292,1976,Wisconsin,Other,Male,20483.0,democrat
293,1976,Wisconsin,Other,Female,21411.0,democrat
294,1976,Wyoming,White,Male,196028.0,republican
295,1976,Wyoming,White,Female,188885.0,republican
296,1976,Wyoming,Black,Male,1741.0,republican
297,1976,Wyoming,Black,Female,1349.0,republican
298,1976,Wyoming,Other,Male,3697.0,republican
299,1976,Wyoming,Other,Female,3793.0,republican
300,1980,Alabama,Black,Female,533376.0,republican
301,1980,Alabama,Black,Male,462447.0,republican
302,1980,Alabama,Other,Female,9992.0,republican
303,1980,Alabama,Other,Male,8496.0,republican
304,1980,Alabama,White,Female,1482088.0,republican
305,1980,Alabama,White,Male,1403272.0,republican
306,1980,Alaska,Black,Female,6104.0,republican
307,1980,Alaska,Black,Male,7856.0,republican
308,1980,Alaska,Other,Female,36037.0,republican
309,1980,Alaska,Other,Male,36629.0,republican
310,1980,Alaska,White,Female,148047.0,republican
311,1980,Alaska,White,Male,170007.0,republican
312,1980,Arizona,Black,Female,37187.0,republican
313,1980,Arizona,Black,Male,40072.0,republican
314,1980,Arizona,Other,Female,94480.0,republican
315,1980,Arizona,Other,Male,88565.0,republican
316,1980,Arizona,White,Female,1257311.0,republican
317,1980,Arizona,White,Male,1218225.0,republican
318,1980,Arkansas,Black,Female,199251.0,republican
319,1980,Arkansas,Black,Male,174737.0,republican
320,1980,Arkansas,Other,Female,9021.0,republican
321,1980,Arkansas,Other,Male,8028.0,republican
322,1980,Arkansas,White,Female,974736.0,republican
323,1980,Arkansas,White,Male,923036.0,republican
324,1980,California,Black,Female,946044.0,republican
325,1980,California,Black,Male,907890.0,republican
326,1980,California,Other,Female,804299.0,republican
327,1980,California,Other,Male,779505.0,republican
328,1980,California,White,Female,10308897.0,republican
329,1980,California,White,Male,10046205.0,republican
330,1980,Colorado,Black,Female,50890.0,republican
331,1980,Colorado,Black,Male,53440.0,republican
332,1980,Colorado,Other,Female,28313.0,republican
333,1980,Colorado,Other,Male,26501.0,republican
334,1980,Colorado,White,Female,1385894.0,republican
335,1980,Colorado,White,Male,1364507.0,republican
336,1980,Connecticut,Black,Female,117705.0,republican
337,1980,Connecticut,Black,Male,104551.0,republican
338,1980,Connecticut,Other,Female,13469.0,republican
339,1980,Connecticut,Other,Male,12956.0,republican
340,1980,Connecticut,White,Female,1481568.0,republican
341,1980,Connecticut,White,Male,1383972.0,republican
342,1980,Delaware,Black,Female,51143.0,republican
343,1980,Delaware,Black,Male,45301.0,republican
344,1980,Delaware,Other,Female,3090.0,republican
345,1980,Delaware,Other,Male,2761.0,republican
346,1980,Delaware,White,Female,253791.0,republican
347,1980,Delaware,White,Male,238850.0,republican
348,1980,Florida,Black,Female,713855.0,republican
349,1980,Florida,Black,Male,645410.0,republican
350,1980,Florida,Other,Female,44042.0,republican
351,1980,Florida,Other,Male,38673.0,republican
352,1980,Florida,White,Female,4360661.0,republican
353,1980,Florida,White,Male,4038518.0,republican
354,1980,Georgia,Black,Female,782455.0,democrat
355,1980,Georgia,Black,Male,689546.0,democrat
356,1980,Georgia,Other,Female,18544.0,democrat
357,1980,Georgia,Other,Male,16212.0,democrat
358,1980,Georgia,White,Female,2032678.0,democrat
359,1980,Georgia,White,Male,1944992.0,democrat
360,1980,Hawaii,Black,Female,5950.0,democrat
361,1980,Hawaii,Black,Male,12302.0,democrat
362,1980,Hawaii,Other,Female,300819.0,democrat
363,1980,Hawaii,Other,Male,293835.0,democrat
364,1980,Hawaii,White,Female,161884.0,democrat
365,1980,Hawaii,White,Male,186735.0,democrat
366,1980,Idaho,Black,Female,1085.0,republican
367,1980,Idaho,Black,Male,1667.0,republican
368,1980,Idaho,Other,Female,9049.0,republican
369,1980,Idaho,Other,Male,8806.0,republican
370,1980,Idaho,White,Female,464925.0,republican
371,1980,Idaho,White,Male,463050.0,republican
372,1980,Illinois,Black,Female,896020.0,republican
373,1980,Illinois,Black,Male,786086.0,republican
374,1980,Illinois,Other,Female,97077.0,republican
375,1980,Illinois,Other,Male,93509.0,republican
376,1980,Illinois,White,Female,4899654.0,republican
377,1980,Illinois,White,Male,4663108.0,republican
378,1980,Indiana,Black,Female,218524.0,republican
379,1980,Indiana,Black,Male,196754.0,republican
380,1980,Indiana,Other,Female,16767.0,republican
381,1980,Indiana,Other,Male,15234.0,republican
382,1980,Indiana,White,Female,2590332.0,republican
383,1980,Indiana,White,Male,2455129.0,republican
384,1980,Iowa,Black,Female,21003.0,republican
385,1980,Iowa,Black,Male,20975.0,republican
386,1980,Iowa,Other,Female,10497.0,republican
387,1980,Iowa,Other,Male,9765.0,republican
388,1980,Iowa,White,Female,1466873.0,republican
389,1980,Iowa,White,Male,1386449.0,republican
390,1980,Kansas,Black,Female,63704.0,republican
391,1980,Kansas,Black,Male,64083.0,republican
392,1980,Kansas,Other,Female,17607.0,republican
393,1980,Kansas,Other,Male,16962.0,republican
394,1980,Kansas,White,Female,1128486.0,republican
395,1980,Kansas,White,Male,1079246.0,republican
396,1980,Kentucky,Black,Female,133390.0,republican
397,1980,Kentucky,Black,Male,126227.0,republican
398,1980,Kentucky,Other,Female,8033.0,republican
399,1980,Kentucky,Other,Male,6939.0,republican
400,1980,Kentucky,White,Female,1733198.0,republican
401,1980,Kentucky,White,Male,1657577.0,republican
402,1980,Louisiana,Black,Female,660130.0,republican
403,1980,Louisiana,Black,Male,583013.0,republican
404,1980,Louisiana,Other,Female,18673.0,republican
405,1980,Louisiana,Other,Male,18704.0,republican
406,1980,Louisiana,White,Female,1495085.0,republican
407,1980,Louisiana,White,Male,1445978.0,republican
408,1980,Maine,Black,Female,1245.0,republican
409,1980,Maine,Black,Male,1947.0,republican
410,1980,Maine,Other,Female,3942.0,republican
411,1980,Maine,Other,Male,3587.0,republican
412,1980,Maine,White,Female,574756.0,republican
413,1980,Maine,White,Male,542348.0,republican
414,1980,Maryland,Black,Female,507040.0,democrat
415,1980,Maryland,Black,Male,456151.0,democrat
416,1980,Maryland,Other,Female,39646.0,democrat
417,1980,Maryland,Other,Male,37194.0,democrat
418,1980,Maryland,White,Female,1632491.0,democrat
419,1980,Maryland,White,Male,1553669.0,democrat
420,1980,Massachusetts,Black,Female,127057.0,republican
421,1980,Massachusetts,Black,Male,115347.0,republican
422,1980,Massachusetts,Other,Female,31693.0,republican
423,1980,Massachusetts,Other,Male,30840.0,republican
424,1980,Massachusetts,White,Female,2852798.0,republican
425,1980,Massachusetts,White,Male,2590706.0,republican
426,1980,Michigan,Black,Female,630768.0,republican
427,1980,Michigan,Black,Male,569051.0,republican
428,1980,Michigan,Other,Female,53644.0,republican
429,1980,Michigan,Other,Male,50866.0,republican
430,1980,Michigan,White,Female,4059035.0,republican
431,1980,Michigan,White,Male,3893312.0,republican
432,1980,Minnesota,Black,Female,26692.0,democrat
433,1980,Minnesota,Black,Male,27896.0,democrat
434,1980,Minnesota,Other,Female,35317.0,democrat
435,1980,Minnesota,Other,Male,33321.0,democrat
436,1980,Minnesota,White,Female,2021616.0,democrat
437,1980,Minnesota,White,Male,1941904.0,democrat
438,1980,Mississippi,Black,Female,471183.0,republican
439,1980,Mississippi,Black,Male,416378.0,republican
440,1980,Mississippi,Other,Female,7434.0,republican
441,1980,Mississippi,Other,Male,6519.0,republican
442,1980,Mississippi,White,Female,830037.0,republican
443,1980,Mississippi,White,Male,792460.0,republican
444,1980,Missouri,Black,Female,273751.0,republican
445,1980,Missouri,Black,Male,240801.0,republican
446,1980,Missouri,Other,Female,20009.0,republican
447,1980,Missouri,Other,Male,18002.0,republican
448,1980,Missouri,White,Female,2260407.0,republican
449,1980,Missouri,White,Male,2110055.0,republican
450,1980,Montana,Black,Female,657.0,republican
451,1980,Montana,Black,Male,1154.0,republican
452,1980,Montana,Other,Female,20756.0,republican
453,1980,Montana,Other,Male,20047.0,republican
454,1980,Montana,White,Female,373725.0,republican
455,1980,Montana,White,Male,372415.0,republican
456,1980,Nebraska,Black,Female,25077.0,republican
457,1980,Nebraska,Black,Male,23627.0,republican
458,1980,Nebraska,Other,Female,9097.0,republican
459,1980,Nebraska,Other,Male,8454.0,republican
460,1980,Nebraska,White,Female,771303.0,republican
461,1980,Nebraska,White,Male,735296.0,republican
462,1980,Nevada,Black,Female,25743.0,republican
463,1980,Nevada,Black,Male,25965.0,republican
464,1980,Nevada,Other,Female,15735.0,republican
465,1980,Nevada,Other,Male,14229.0,republican
466,1980,Nevada,White,Female,358556.0,republican
467,1980,Nevada,White,Male,370004.0,republican
468,1980,New Hampshire,Black,Female,1756.0,republican
469,1980,New Hampshire,Black,Male,2331.0,republican
470,1980,New Hampshire,Other,Female,2575.0,republican
471,1980,New Hampshire,Other,Male,2232.0,republican
472,1980,New Hampshire,White,Female,469901.0,republican
473,1980,New Hampshire,White,Male,446007.0,republican
474,1980,New Jersey,Black,Female,500131.0,republican
475,1980,New Jersey,Black,Male,436619.0,republican
476,1980,New Jersey,Other,Female,61800.0,republican
477,1980,New Jersey,Other,Male,58855.0,republican
478,1980,New Jersey,White,Female,3275460.0,republican
479,1980,New Jersey,White,Male,3044107.0,republican
480,1980,New Mexico,Black,Female,11801.0,republican
481,1980,New Mexico,Black,Male,12890.0,republican
482,1980,New Mexico,Other,Female,60426.0,republican
483,1980,New Mexico,Other,Male,55497.0,republican
484,1980,New Mexico,White,Female,591694.0,republican
485,1980,New Mexico,White,Male,576800.0,republican
486,1980,New York,Black,Female,1362198.0,democrat
487,1980,New York,Black,Male,1143030.0,democrat
488,1980,New York,Other,Female,188406.0,democrat
489,1980,New York,Other,Male,185309.0,democrat
490,1980,New York,White,Female,7670757.0,democrat
491,1980,New York,White,Male,7016676.0,democrat
492,1980,North Carolina,Black,Female,693789.0,republican
493,1980,North Carolina,Black,Male,626643.0,republican
494,1980,North Carolina,Other,Female,45614.0,republican
495,1980,North Carolina,Other,Male,42413.0,republican
496,1980,North Carolina,White,Female,2294539.0,republican
497,1980,North Carolina,White,Male,2193180.0,republican
498,1980,North Dakota,Black,Female,920.0,republican
499,1980,North Dakota,Black,Male,1688.0,republican
500,1980,North Dakota,Other,Female,11472.0,republican
501,1980,North Dakota,Other,Male,10982.0,republican
502,1980,North Dakota,White,Female,312839.0,republican
503,1980,North Dakota,White,Male,316600.0,republican
504,1980,Ohio,Black,Female,571553.0,republican
505,1980,Ohio,Black,Male,506421.0,republican
506,1980,Ohio,Other,Female,34801.0,republican
507,1980,Ohio,Other,Male,32038.0,republican
508,1980,Ohio,White,Female,4977402.0,republican
509,1980,Ohio,White,Male,4681336.0,republican
510,1980,Oklahoma,Black,Female,106312.0,republican
511,1980,Oklahoma,Black,Male,100589.0,republican
512,1980,Oklahoma,Other,Female,98707.0,republican
513,1980,Oklahoma,Other,Male,93789.0,republican
514,1980,Oklahoma,White,Female,1351179.0,republican
515,1980,Oklahoma,White,Male,1289491.0,republican
516,1980,Oregon,Black,Female,18100.0,republican
517,1980,Oregon,Black,Male,19354.0,republican
518,1980,Oregon,Other,Female,34989.0,republican
519,1980,Oregon,Other,Male,33835.0,republican
520,1980,Oregon,White,Female,1287916.0,republican
521,1980,Oregon,White,Male,1247934.0,republican
522,1980,Pennsylvania,Black,Female,566317.0,republican
523,1980,Pennsylvania,Black,Male,487078.0,republican
524,1980,Pennsylvania,Other,Female,41825.0,republican
525,1980,Pennsylvania,Other,Male,39858.0,republican
526,1980,Pennsylvania,White,Female,5577390.0,republican
527,1980,Pennsylvania,White,Male,5159879.0,republican
528,1980,Rhode Island,Black,Female,16129.0,democrat
529,1980,Rhode Island,Black,Male,15269.0,democrat
530,1980,Rhode Island,Other,Female,5133.0,democrat
531,1980,Rhode Island,Other,Male,4902.0,democrat
532,1980,Rhode Island,White,Female,475606.0,democrat
533,1980,Rhode Island,White,Male,432168.0,democrat
534,1980,South Carolina,Black,Female,501703.0,republican
535,1980,South Carolina,Black,Male,448795.0,republican
536,1980,South Carolina,Other,Female,9878.0,republican
537,1980,South Carolina,Other,Male,8865.0,republican
538,1980,South Carolina,White,Female,1096985.0,republican
539,1980,South Carolina,White,Male,1066161.0,republican
540,1980,South Dakota,Black,Female,757.0,republican
541,1980,South Dakota,Black,Male,1432.0,republican
542,1980,South Dakota,Other,Female,24035.0,republican
543,1980,South Dakota,Other,Male,22767.0,republican
544,1980,South Dakota,White,Female,325308.0,republican
545,1980,South Dakota,White,Male,316414.0,republican
546,1980,Tennessee,Black,Female,386594.0,republican
547,1980,Tennessee,Black,Male,338934.0,republican
548,1980,Tennessee,Other,Female,10999.0,republican
549,1980,Tennessee,Other,Male,9935.0,republican
550,1980,Tennessee,White,Female,1981820.0,republican
551,1980,Tennessee,White,Male,1872423.0,republican
552,1980,Texas,Black,Female,898230.0,republican
553,1980,Texas,Black,Male,834250.0,republican
554,1980,Texas,Other,Female,92271.0,republican
555,1980,Texas,Other,Male,89539.0,republican
556,1980,Texas,White,Female,6294305.0,republican
557,1980,Texas,White,Male,6129160.0,republican
558,1980,Utah,Black,Female,3963.0,republican
559,1980,Utah,Black,Male,5515.0,republican
560,1980,Utah,Other,Female,20190.0,republican
561,1980,Utah,Other,Male,19357.0,republican
562,1980,Utah,White,Female,718365.0,republican
563,1980,Utah,White,Male,705781.0,republican
564,1980,Vermont,Black,Female,497.0,republican
565,1980,Vermont,Black,Male,660.0,republican
566,1980,Vermont,Other,Female,1360.0,republican
567,1980,Vermont,Other,Male,1168.0,republican
568,1980,Vermont,White,Female,261190.0,republican
569,1980,Vermont,White,Male,247949.0,republican
